237;643;671;575;622;494;688;673;544;702;648;626;
238;274;688;652;684;579;698;622;481;673;665;601,6;
239;290;351;513;634;534;631;611;577;464;674;527,9;
240;547;582;518;719;516;369;692;737;212;707;559,9;
241;361;688;635;-339;482;483;577;367;76;739;406,9;
242;624;718;427;593;672;341;528;330;502;688;542,3;
243;311;708;334;-200;672;212;735;347;424;599;414,2;
244;341;705;682;468;451;626;375;497;240;739;512,4;
245;156;681;616;551;220;601;729;492;647;720;541,3;
246;337;740;431;505;93;686;379;478;595;643;488,7;
247;365;774;642;731;278;661;513;517;533;677;569,1;
248;35;726;263;690;717;575;714;576;631;630;555,7;
249;252;644;656;563;717;469;724;548;673;766;601,2;
250;446;721;656;516;624;570;607;537;356;665;569,8;
251;351;640;609;553;503;695;606;355;434;752;549,8;
252;350;623;604;728;774;356;688;559;604;733;601,9;
253;520;676;663;713;688;446;709;663;499;710;628,7;
254;265;697;728;691;748;706;479;716;589;774;639,3;
255;298;705;462;491;524;352;733;533;397;709;520,4;
256;583;453;690;494;735;504;652;481;351;614;555,7;
257;431;734;389;497;544;658;488;548;627;675;559,1;
258;408;694;717;514;388;653;704;472;305;763;561,8;
259;279;748;17;694;589;347;643;543;-30;730;456;
260;137;714;499;523;704;616;564;758;619;729;586,3;
261;430;631;559;470;686;492;664;550;645;689;581,6;
262;441;681;491;714;654;703;736;556;373;742;609,1;
263;608;732;564;517;527;660;706;563;687;609;617,3;
264;498;683;668;749;663;643;665;533;536;711;634,9;
265;310;714;715;534;722;673;761;555;205;733;592,2;
266;489;637;518;437;750;643;699;527;394;735;582,9;
267;538;687;724;346;627;609;482;478;713;722;592,6;
268;485;630;699;525;704;546;763;554;432;545;588,3;
269;293;687;672;613;557;603;738;532;697;724;611,6;
270;557;756;539;347;765;369;589;517;711;680;583;
271;548;690;707;540;610;726;750;364;714;678;632,7;
272;-265;487;550;278;530;697;746;736;724;692;517,5;
273;366;754;750;379;511;542;705;508;570;742;582,7;
274;490;674;658;515;650;534;683;535;302;761;580,2;
275;390;747;709;737;726;733;733;600;725;729;682,9;
276;550;688;713;357;544;628;706;575;497;716;597,4;
277;558;493;641;349;746;704;471;735;466;678;584,1;
278;649;693;755;525;772;664;711;456;485;710;642;
279;335;398;753;246;739;619;688;480;541;737;553,6;
280;731;616;749;138;715;620;661;568;545;746;608,9;
281;552;725;559;726;760;559;741;602;543;537;630,4;
282;726;732;512;308;739;728;525;572;563;739;614,4;
283;706;724;695;199;311;497;591;749;385;724;558,1;
284;504;693;766;465;672;604;755;539;570;757;632,5;
285;528;556;700;339;710;718;714;735;561;721;628,2;
286;669;595;723;466;605;733;648;737;574;704;645,4;
287;351;448;658;574;752;577;600;751;744;729;618,4;
288;739;355;699;585;726;521;557;746;520;743;619,1;
289;749;737;725;741;543;454;507;548;748;675;642,7;
290;667;695;765;564;563;698;677;733;418;744;652,4;
291;659;619;766;604;439;550;677;725;542;739;632;
292;705;731;728;390;774;652;-481;717;472;535;522,3;
293;663;728;758;288;726;648;454;548;701;733;624,7;
294;691;702;504;616;739;714;543;710;556;553;632,8;
295;728;719;541;518;676;544;548;772;506;737;628,9;
296;659;506;656;459;725;580;309;747;456;748;584,5;
297;754;739;443;717;729;726;411;540;725;735;651,9;
298;502;753;489;574;686;729;658;691;544;525;615,1;
299;690;632;515;728;678;489;140;741;746;577;593,6;
300;547;574;240;628;739;618;724;615;428;710;582,3;
301;646;736;378;314;774;625;743;746;750;734;644,6;
302;728;755;58;760;714;211;229;742;519;710;542,6;
303;600;762;261;479;535;651;505;563;460;737;555,3;
304;679;309;495;629;739;612;554;693;757;676;614,3;
305;636;522;261;636;743;670;508;684;761;406;582,7;
306;682;713;410;489;693;384;528;630;704;733;596,6;
307;550;656;516;736;747;349;582;741;750;763;639;
308;528;600;526;753;680;250;423;539;699;744;574,2;
309;676;739;296;606;750;690;541;563;774;751;638,6;
310;750;557;347;239;692;422;660;640;711;706;572,4;
311;662;417;509;716;569;677;530;648;723;712;616,3;
312;706;682;69;619;745;369;195;735;708;737;556,5;
313;705;746;180;654;563;454;450;697;625;711;578,5;
314;253;736;734;740;550;629;458;699;452;765;601,6;
315;713;748;663;509;766;449;520;592;709;765;643,4;
316;724;658;417;686;741;433;554;632;576;694;611,5;
317;672;532;614;618;659;563;548;559;539;694;599,8;
318;709;722;583;613;748;431;450;746;543;762;630,7;
319;699;649;559;56;528;638;458;633;741;763;572,4;
320;622;723;546;658;734;684;604;764;744;702;678,1;
321;564;722;483;740;742;349;552;548;545;737;598,2;
322;749;655;522;478;763;605;563;482;670;662;614,9;
323;611;523;550;692;670;352;561;730;609;770;606,8;
324;584;559;534;744;688;653;514;722;761;740;649,9;
325;732;559;770;753;724;465;-268;766;561;688;575;
326;719;547;717;637;717;325;572;623;545;730;613,2;
327;749;503;755;416;750;713;510;439;552;756;614,3;
328;713;536;586;733;666;710;487;466;774;682;635,3;
329;589;721;724;654;710;515;312;688;410;630;595,3;
330;552;746;751;730;746;716;506;617;723;734;682,1;
331;731;725;554;718;763;557;365;396;730;740;627,9;
332;772;540;557;744;755;449;514;648;561;626;616,6;
333;744;537;656;729;675;615;528;8;719;717;592,8;
334;505;612;738;200;757;741;543;412;774;646;592,8;
335;755;744;753;-84;759;701;725;687;765;629;643,4;
336;698;539;740;494;763;551;561;720;718;634;641,8;
337;713;557;683;432;746;-484;505;548;720;714;513,4;
338;105;482;574;447;759;394;485;546;750;721;526,3;
339;768;545;193;551;761;99;507;524;576;658;518,2;
340;774;559;501;701;774;566;718;541;745;742;662,1;
341;488;550;381;43;759;712;558;713;548;680;543,2;
342;614;568;625;630;731;711;565;739;737;737;665,7;
343;774;565;620;231;740;499;378;705;750;758;602;
344;743;559;520;621;685;529;563;534;752;695;620,1;
345;718;460;487;536;765;471;595;730;759;698;621,9;
346;761;717;460;718;752;448;553;621;752;714;649,6;
347;753;539;477;537;726;619;459;669;763;522;606,4;
348;762;477;432;764;763;657;551;-114;759;712;576,3;
349;731;545;539;742;561;443;464;521;755;693;599,4;
350;709;567;548;629;741;618;489;638;752;741;643,2;
351;649;341;370;735;741;537;740;554;765;538;597;
352;759;757;312;742;733;304;578;518;694;741;613,8;
353;681;639;471;714;752;673;488;532;765;719;643,4;
354;729;552;563;734;765;704;460;42;632;679;586;
355;358;554;565;716;752;524;566;563;764;696;605,8;
356;-347;543;555;747;739;340;483;552;741;711;506,4;
357;609;554;548;732;754;375;576;541;770;636;609,5;
358;409;551;463;729;761;731;537;535;535;368;561,9;
359;20;462;531;563;761;575;559;546;763;639;541,9;
360;743;559;542;762;687;506;537;732;726;710;650,4;
361;665;563;551;736;578;482;561;456;750;629;597,1;
362;732;519;527;656;757;385;630;565;565;472;580,8;
363;755;534;540;509;770;254;565;552;699;720;589,8;
364;770;550;544;762;750;361;456;543;715;742;619,3;
365;759;567;740;733;747;626;532;648;753;731;683,6;
366;757;514;495;698;768;402;503;563;688;761;614,9;
367;770;425;486;747;753;682;535;704;718;753;657,3;
368;741;565;555;548;676;605;444;408;670;673;588,5;
369;751;567;461;513;559;722;512;500;742;770;609,7;
370;720;527;537;701;750;742;314;513;639;766;620,9;
371;664;242;367;429;752;596;434;468;761;752;546,5;
372;663;482;482;696;768;615;550;528;729;730;624,3;
373;772;556;515;755;537;592;578;473;570;737;608,5;
374;746;222;477;640;693;173;567;420;637;731;530,6;
375;751;497;555;751;572;765;559;763;706;759;667,8;
376;562;515;381;695;721;339;563;565;710;763;581,4;
377;678;359;541;742;763;757;397;565;632;624;605,8;
378;696;455;538;483;759;710;761;348;703;726;617,9;
379;716;720;544;328;554;482;772;552;674;722;606,4;
380;706;277;540;724;754;761;763;576;733;728;656,2;
381;419;263;548;723;563;757;763;554;716;726;603,2;
382;380;284;549;704;730;737;546;578;620;719;584,7;
383;10;321;557;598;737;553;742;565;744;737;556,4;
384;644;404;560;707;761;669;666;552;756;742;646,1;
385;707;306;266;665;646;742;565;-6;720;759;537;
386;484;338;519;520;765;515;766;566;695;729;589,7;
387;586;-172;568;731;585;708;736;545;759;766;581,2;
388;256;550;565;725;718;657;634;543;550;772;597;
389;458;307;561;715;752;528;563;704;744;746;607,8;
390;-31;290;731;694;763;759;713;557;-321;759;491,4;
391;559;399;493;764;707;572;686;567;513;746;600,6;
392;498;409;504;729;738;768;759;550;514;750;621,9;
393;542;548;448;511;695;622;750;563;722;728;612,9;
394;486;559;525;558;774;735;625;565;352;750;592,9;
395;-93;461;529;702;741;587;753;540;677;737;563,4;
396;556;529;691;756;748;731;501;737;718;747;671,4;
397;528;451;380;715;552;718;129;576;757;730;553,6;
398;454;321;455;727;762;761;300;572;759;622;573,3;
399;567;409;445;677;763;712;731;678;749;663;639,4;
400;494;707;539;548;768;728;532;763;707;745;653,1;
401;548;339;736;726;578;447;424;554;722;644;571,8;
402;572;576;530;640;545;-85;546;548;731;684;528,7;
403;546;578;510;746;545;435;648;516;764;631;591,9;
404;539;522;485;691;757;652;715;558;316;764;599,9;
405;414;531;236;719;518;579;695;439;749;694;557,4;
406;474;548;537;574;674;231;668;539;626;746;561,7;
407;561;511;537;687;536;662;674;516;746;737;616,7;
408;522;504;574;744;331;233;660;550;735;755;560,8;
409;568;576;752;735;657;617;687;565;744;744;664,5;
410;538;725;544;734;744;413;658;566;764;755;644,1;
411;527;565;538;757;746;595;729;462;553;709;618,1;
412;390;609;536;719;744;573;755;490;541;749;610,6;
413;533;585;521;693;758;265;716;541;733;707;605,2;
414;493;331;494;684;607;498;731;470;529;666;550,3;
415;568;552;534;532;705;667;405;501;711;747;592,2;
416;641;542;349;744;593;713;729;642;686;748;638,7;
417;498;437;518;723;731;666;567;502;742;759;614,3;
418;760;345;544;721;746;532;772;541;432;537;593;
419;476;535;529;728;535;554;661;475;685;737;591,5;
420;500;510;550;550;748;544;149;674;574;750;554,9;
421;387;546;526;720;759;588;732;423;722;752;615,5;
422;505;541;568;379;652;532;614;443;652;774;566;
423;416;506;524;736;341;640;704;305;295;670;513,7;
424;563;576;373;562;697;117;214;316;717;736;487,1;
425;344;574;547;685;774;242;713;480;671;763;579,3;
426;514;699;344;764;574;256;-97;45;554;743;439,6;
427;522;468;466;729;488;743;450;711;510;746;583,3;
428;275;539;451;737;712;292;682;464;726;728;560,6;
429;543;554;533;604;258;548;234;561;154;750;473,9;
430;553;565;481;766;555;508;-340;542;757;731;511,8;
431;752;554;501;710;534;541;679;733;726;774;650,4;
432;576;564;531;343;549;160;727;554;739;770;551,3;
433;561;-349;493;736;749;154;690;686;680;752;515,2;
434;576;534;342;742;720;162;376;739;715;733;563,9;
435;548;763;533;740;541;186;665;520;724;755;597,5;
436;565;718;494;753;718;151;578;709;662;755;610,3;
437;550;729;477;745;366;553;316;639;627;759;576,1;
438;545;763;490;713;715;164;529;754;607;749;602,9;
439;561;726;561;545;532;162;654;752;548;752;579,3;
440;565;748;551;690;717;186;720;334;704;755;597;
441;493;101;218;322;508;368;656;686;750;754;485,6;
442;535;401;535;421;527;453;385;698;554;772;528,1;
443;561;744;471;664;361;380;721;740;754;737;613,3;
444;544;559;371;712;713;548;723;739;720;715;634,4;
445;748;753;382;368;748;514;733;768;735;765;651,4;
446;567;774;487;514;719;527;641;742;715;752;643,8;
447;567;722;565;526;710;541;431;735;620;768;618,5;
448;419;615;452;662;757;322;527;768;670;744;593,6;
449;547;719;559;489;753;515;758;750;748;741;657,9;
450;545;717;538;700;503;612;758;565;572;598;610,8;
451;568;740;548;530;765;317;517;772;763;733;625,3;
452;576;755;525;626;751;433;732;733;748;774;665,3;
453;512;744;508;541;739;510;700;747;708;754;646,3;
454;551;744;535;353;499;-477;630;674;371;724;460,4;
455;427;761;572;129;574;-220;696;748;761;752;520;
456;192;737;550;438;755;563;741;759;772;399;590,6;
457;560;716;529;717;550;319;551;730;761;768;620,1;
458;467;659;552;708;768;266;703;746;729;718;631,6;
459;479;759;530;418;559;226;652;713;752;739;582,7;
460;181;770;526;455;741;521;687;774;743;759;615,7;
461;271;720;548;528;724;548;731;759;759;728;631,6;
462;498;738;496;380;546;298;723;608;744;727;575,8;
463;547;645;380;478;757;373;679;722;753;750;608,4;
464;483;533;518;328;761;576;329;768;759;708;576,3;
465;307;718;485;471;743;356;548;776;752;763;591,9;
466;517;733;537;292;722;248;530;768;763;693;580,3;
467;469;107;552;265;728;554;720;772;555;582;530,4;
468;502;759;559;161;382;441;527;743;691;764;552,9;
469;330;770;539;497;757;259;765;765;654;761;609,7;
470;536;763;552;689;563;496;737;763;636;704;643,9;
471;481;715;520;356;574;374;748;776;737;751;603,2;
472;354;768;496;341;741;306;774;753;776;723;603,2;
473;545;707;529;356;507;439;567;763;702;755;587;
474;519;573;548;339;761;405;772;500;755;746;591,8;
475;528;644;522;638;761;363;759;759;732;765;647,1;
476;531;732;685;664;431;554;730;679;550;772;632,8;
477;426;742;532;563;384;370;735;539;761;766;581,8;
478;255;612;535;253;742;547;349;768;541;748;535;
479;429;685;542;519;755;538;757;374;752;637;598,8;
480;507;700;533;315;774;507;384;754;718;759;595,1;
481;288;691;-137;515;770;337;37;748;732;772;475,3;
482;544;717;552;519;763;384;618;763;765;774;639,9;
483;386;480;548;502;327;554;225;608;761;741;513,2;
484;519;747;539;483;724;17;726;711;602;735;580,3;
485;246;736;489;640;754;264;351;749;711;649;558,9;
486;559;764;361;559;570;449;151;230;748;741;513,2;
487;457;644;500;505;761;542;193;262;739;728;533,1;
488;770;708;435;704;739;496;43;-461;550;774;475,8;
