epis;0
0;-532.0
1;-1661.0
2;-264.0
3;-375.0
4;-97.0
5;-537.0
6;-2061.0
7;-321.0
8;-23.0
9;-1054.0
10;-435.0
11;-1921.0
12;-1227.0
13;-1711.0
14;-1395.0
15;-863.0
16;-1167.0
17;-627.0
18;-1601.0
19;-1421.0
20;-943.0
21;-558.0
22;-1359.0
23;-838.0
24;437.0
25;-221.0
26;-341.0
27;-303.0
28;-307.0
29;-385.0
30;187.0
31;-297.0
32;-245.0
33;-37.0
34;81.0
35;-129.0
36;31.0
37;-369.0
38;-117.0
39;327.0
40;-98.0
41;-162.0
42;-191.0
43;-457.0
44;-294.0
45;-62.0
46;129.0
47;137.0
48;-1291.0
49;-72.0
50;-134.0
51;-155.0
52;249.0
53;339.0
54;22.0
55;-1381.0
56;-236.0
57;-9.0
58;-133.0
59;337.0
60;41.0
61;562.0
62;53.0
63;130.0
64;152.0
65;-302.0
66;208.0
67;-182.0
68;52.0
69;387.0
70;529.0
71;403.0
72;322.0
73;-1391.0
74;377.0
75;313.0
76;-166.0
77;124.0
78;347.0
79;-431.0
80;217.0
81;509.0
82;412.0
83;159.0
84;481.0
85;-307.0
86;-35.0
87;93.0
88;184.0
89;381.0
90;195.0
91;-73.0
92;231.0
93;439.0
94;360.0
95;399.0
96;416.0
97;373.0
98;179.0
99;265.0
100;98.0
101;21.0
102;360.0
103;276.0
104;216.0
105;462.0
106;223.0
107;426.0
108;342.0
109;461.0
110;681.0
111;360.0
112;503.0
113;421.0
114;533.0
115;351.0
116;70.0
117;548.0
118;292.0
119;467.0
120;557.0
121;534.0
122;213.0
123;78.0
124;588.0
125;239.0
126;524.0
127;661.0
128;286.0
129;555.0
130;361.0
131;467.0
132;478.0
133;614.0
134;298.0
135;617.0
136;535.0
137;227.0
138;473.0
139;347.0
140;628.0
141;17.0
142;339.0
143;295.0
144;711.0
145;355.0
146;393.0
147;618.0
148;496.0
149;662.0
150;643.0
151;541.0
152;510.0
153;534.0
154;634.0
155;683.0
156;691.0
157;499.0
158;459.0
159;706.0
160;717.0
161;331.0
162;499.0
163;399.0
164;652.0
165;399.0
166;261.0
167;617.0
168;723.0
169;637.0
170;681.0
171;570.0
172;728.0
173;383.0
174;731.0
175;531.0
176;712.0
177;647.0
178;722.0
179;691.0
180;701.0
181;666.0
182;474.0
183;658.0
184;700.0
185;610.0
186;493.0
187;698.0
188;453.0
189;697.0
190;424.0
191;465.0
192;455.0
193;510.0
194;734.0
195;677.0
196;430.0
197;624.0
198;647.0
199;706.0
200;761.0
201;517.0
202;725.0
203;441.0
204;490.0
205;627.0
206;421.0
207;677.0
208;498.0
209;595.0
210;478.0
211;564.0
212;644.0
213;415.0
214;614.0
215;520.0
216;597.0
217;430.0
218;594.0
219;630.0
220;276.0
221;502.0
222;549.0
223;527.0
224;429.0
225;618.0
226;584.0
227;450.0
228;614.0
229;642.0
230;166.0
231;606.0
232;690.0
233;401.0
234;489.0
235;658.0
236;379.0
237;671.0
238;688.0
239;351.0
240;582.0
241;688.0
242;718.0
243;708.0
244;705.0
245;681.0
246;740.0
247;774.0
248;726.0
249;644.0
250;721.0
251;640.0
252;623.0
253;676.0
254;697.0
255;705.0
256;453.0
257;734.0
258;694.0
259;748.0
260;714.0
261;631.0
262;681.0
263;732.0
264;683.0
265;714.0
266;637.0
267;687.0
268;630.0
269;687.0
270;756.0
271;690.0
272;487.0
273;754.0
