epis;0
0;457
1;283
2;501
3;209
4;501
5;228
6;179
7;143
8;501
9;112
10;501
11;280
12;281
13;501
14;91
15;426
16;501
17;361
18;501
19;501
20;501
21;501
22;396
23;501
24;501
25;210
26;109
27;72
28;477
29;423
30;501
31;501
32;219
33;422
34;501
35;91
36;501
37;82
38;354
39;171
40;357
41;289
42;88
43;310
44;143
45;232
46;266
47;501
48;218
49;152
50;261
51;70
52;501
53;501
54;44
55;477
56;134
57;111
58;156
59;421
60;286
61;59
62;501
63;384
64;501
65;209
66;90
67;501
68;77
69;57
70;202
71;391
72;314
73;202
74;206
75;501
76;501
77;431
78;161
79;107
80;501
81;355
82;331
83;245
84;142
85;501
86;209
87;501
88;177
89;39
90;346
91;501
92;113
93;501
94;237
95;501
96;501
97;110
98;63
99;319
100;501
101;430
102;294
103;501
104;169
105;131
106;501
107;189
108;63
109;248
110;351
111;67
112;460
113;380
114;95
115;256
116;501
117;243
118;74
119;32
120;458
121;166
122;501
123;174
124;132
125;491
126;252
127;443
128;139
129;132
130;501
131;177
132;345
133;501
134;501
135;501
136;501
137;276
138;365
139;501
140;182
141;501
142;501
143;139
144;281
145;385
146;185
147;501
148;501
149;303
150;501
151;501
152;179
153;266
154;501
155;301
156;162
157;501
158;501
159;415
160;71
161;501
162;397
163;501
164;106
165;501
166;421
167;100
168;178
169;501
170;340
171;228
172;474
173;178
174;80
175;102
176;501
177;501
178;104
179;501
180;174
181;501
182;501
183;121
184;104
185;501
186;501
187;334
188;111
189;297
190;252
191;439
192;501
193;501
194;399
195;239
196;489
197;501
198;501
199;501
200;501
201;501
202;501
203;501
204;211
205;501
206;356
207;501
208;366
209;501
210;501
211;501
212;187
213;129
214;501
215;147
216;323
217;501
218;501
219;198
220;315
221;501
222;501
223;270
224;113
225;109
226;347
227;225
228;288
229;501
230;501
231;220
232;501
233;501
234;501
235;99
236;121
237;242
238;501
239;501
240;473
241;272
242;501
243;136
244;367
245;114
246;298
247;112
248;362
249;295
250;454
251;501
252;257
253;441
254;476
255;501
256;81
257;161
258;501
259;501
260;357
261;501
262;146
263;430
264;501
265;150
266;501
267;449
268;501
269;501
270;494
271;233
272;132
273;501
274;224
275;478
276;293
277;344
278;128
279;264
280;203
281;189
282;501
283;115
284;403
285;501
286;501
287;501
288;418
289;126
290;393
291;501
292;501
293;167
294;96
295;214
296;309
297;501
298;501
299;307
300;431
301;39
302;501
303;223
304;463
305;501
306;206
307;389
308;501
309;274
310;99
311;501
312;260
313;76
314;148
315;501
316;204
317;59
318;494
319;501
320;501
321;501
322;105
323;48
324;501
325;214
326;501
327;501
328;115
329;388
330;218
331;96
332;303
333;54
334;501
335;147
336;157
337;501
338;207
339;501
340;501
341;148
342;312
343;501
344;501
345;196
346;501
347;415
348;501
349;364
350;501
351;501
352;30
353;501
354;362
355;349
356;501
357;501
358;387
359;422
360;501
361;312
362;293
363;501
364;501
365;292
366;70
367;501
368;169
369;344
370;501
371;196
372;501
373;363
374;501
375;501
376;501
377;195
378;325
379;501
380;401
381;441
382;501
383;294
384;169
385;501
386;130
387;501
388;501
389;501
390;348
391;134
392;189
393;501
394;501
395;501
396;330
397;420
398;318
399;241
400;164
401;176
402;220
403;495
404;501
405;306
406;500
407;380
408;501
409;501
410;217
411;156
412;87
413;77
414;131
415;501
416;264
417;501
418;176
419;177
420;198
421;106
422;254
423;388
424;246
425;203
426;178
427;295
428;266
429;398
430;288
431;232
432;271
433;214
434;151
435;241
436;156
437;218
438;187
439;114
440;93
441;63
442;152
443;74
444;102
445;120
446;213
447;78
448;133
449;70
450;204
451;174
452;238
453;70
454;66
455;101
456;57
457;105
458;84
459;140
460;67
461;63
462;196
463;112
464;141
465;374
466;93
467;85
468;120
469;161
470;200
471;135
472;135
473;89
474;77
475;93
476;50
477;69
478;35
479;99
480;52
481;154
482;35
483;58
484;143
485;105
486;106
487;281
488;197
489;208
490;87
491;84
492;105
493;83
494;74
495;141
496;54
497;65
498;41
499;57
500;78
501;81
502;89
503;65
504;129
505;228
506;208
507;48
508;47
509;85
510;148
511;95
512;261
513;97
514;63
515;210
516;121
517;252
518;194
519;195
520;90
521;83
522;130
523;176
524;120
525;178
526;64
527;62
528;35
529;39
530;29
531;36
532;82
533;134
534;50
535;65
536;63
537;179
538;100
539;82
540;56
541;133
542;69
543;146
544;90
545;107
546;56
547;48
548;77
549;76
550;70
551;32
552;51
553;93
554;89
555;33
556;95
557;88
558;49
559;123
560;49
561;63
562;71
563;57
564;100
565;76
566;32
567;35
568;84
569;49
570;68
571;167
572;132
573;58
574;118
575;25
576;160
577;76
578;60
579;135
580;102
581;58
582;130
583;48
584;105
585;128
586;112
587;44
588;102
589;91
590;80
591;54
592;88
593;38
594;193
595;62
596;58
597;29
598;87
599;93
600;48
601;117
602;30
603;66
604;77
605;133
606;56
607;59
608;109
609;129
610;61
611;135
612;88
613;68
614;28
615;71
616;201
617;111
618;214
619;141
620;122
621;90
622;99
623;155
624;85
625;83
626;97
627;74
628;116
629;201
630;83
631;85
632;42
633;80
634;106
635;42
636;205
637;62
638;53
639;72
640;241
641;255
642;118
643;48
644;309
645;150
646;28
647;53
648;104
649;92
650;44
651;120
652;50
653;75
654;175
655;61
656;50
657;91
658;191
659;55
660;77
661;43
662;241
663;132
664;56
665;88
666;75
667;96
668;121
669;71
670;297
671;139
672;112
673;170
674;216
675;170
676;130
677;106
678;165
679;178
680;57
681;186
682;129
683;56
684;51
685;66
686;49
687;67
688;130
689;70
690;223
691;164
692;78
693;81
694;146
695;76
696;157
697;41
698;113
699;142
700;98
701;74
702;47
703;61
704;24
705;22
706;44
707;77
708;129
709;102
710;121
711;223
712;53
713;45
714;28
715;35
716;59
717;18
718;38
719;28
720;46
721;22
722;68
723;36
724;96
725;22
726;20
727;43
728;17
729;23
730;21
731;21
732;43
733;23
734;20
735;49
736;22
737;46
738;74
739;93
740;17
741;80
742;40
743;22
744;23
745;19
746;108
747;90
748;43
749;31
750;88
751;84
752;45
753;27
754;104
755;134
756;75
757;142
758;88
759;106
760;61
761;76
762;71
763;68
764;191
765;43
766;54
767;21
768;71
769;130
770;107
771;180
772;46
773;55
774;25
775;25
776;32
777;29
778;26
779;29
780;20
781;53
782;45
783;74
784;33
785;37
786;57
787;24
788;49
789;23
790;36
791;183
792;44
793;29
794;36
795;73
796;23
797;33
798;43
799;105
800;131
801;102
802;131
803;231
804;26
805;108
806;61
807;26
808;153
809;87
810;109
811;282
812;230
813;153
814;178
815;78
816;147
817;60
818;167
819;125
820;146
821;51
822;163
823;188
824;74
825;172
826;56
827;110
828;41
829;48
830;210
831;66
832;19
833;97
834;235
835;27
836;31
837;47
838;375
839;69
840;103
841;44
842;165
843;139
844;107
845;96
846;58
847;123
848;28
849;93
850;75
851;59
852;85
853;109
854;226
855;49
856;82
857;44
858;37
859;53
860;102
861;110
862;60
863;110
864;27
865;51
866;100
867;36
868;84
869;79
870;69
871;65
872;75
873;65
874;76
875;178
876;141
877;252
878;40
879;67
880;394
881;73
882;52
883;330
884;213
885;426
886;85
887;39
888;192
889;179
890;364
891;156
892;81
893;216
894;135
895;72
896;192
897;130
898;115
899;39
900;119
901;150
902;75
903;107
904;175
905;71
906;87
907;43
908;98
909;328
910;64
911;33
912;188
913;130
914;83
915;94
916;190
917;439
918;501
919;501
920;328
921;501
922;186
923;322
924;501
925;153
926;151
927;143
928;109
929;167
930;184
931;66
932;118
933;54
934;51
935;57
936;145
937;91
938;263
939;110
940;61
941;71
942;125
943;107
944;208
945;124
946;27
947;101
948;50
949;136
950;30
951;62
952;117
953;47
954;38
955;60
956;68
957;62
958;50
959;39
960;84
961;76
962;92
963;40
964;45
965;147
966;228
967;100
968;85
969;81
970;234
971;233
972;64
973;128
974;226
975;102
976;162
977;74
978;274
979;83
980;87
981;99
982;39
983;67
984;107
985;89
986;70
987;116
988;165
989;29
990;34
991;33
992;29
993;73
994;70
995;186
996;38
997;136
998;148
999;120
